fungal	fungus
coy	soy
calk	coy
cay	coy
coy	cloy
sneak	sneaky
ally	fly
lie	ally
ally	sly
lye	ally
ally	ply
despise	disguise
speak	spook
spook	spoon
souk	spook
spic	spook
slew	sleuth
sleuth	sloop
sinker	tinker
crater	traitor
grater	traitor
trader	traitor
trainer	traitor
trait	traitor
washer	watcher
pry	spry
spray	spry
spy	spry
say	stay
slay	stay
sleigh	stay
stay	stain
stay	stale
stay	steak
stay	stray
stay	sty
stale	style
still	style
sty	style
tile	style
sign	stein
sine	stein
spine	stein
stain	stein
sty	stein
stein	style
tine	stein
stale	stile
stein	stile
still	stile
sty	stile
tile	stile
sour	scour
cower	scour
scow	scour
scour	scout
scout	spout
scow	scout
scour	scowl
scout	scowl
scow	scowl
flag	flash
flash	flat
flash	flesh
flash	flush
biting	lighting
lighting	lightning
lying	lighting
lighting	lining
frayed	afraid
attic	stick
tic	attic
creamy	creepy
creep	creepy
duck	dusk
dunk	dusk
game	grim
grill	grim
grim	grime
grim	grip
grim	grin
adult	occult
shadow	shallow
shadow	shadowy
shade	shady
shades	shady
bar	bark
arc	bark
bark	dark
bark	park
bark	shark
dark	darn
darn	yarn
art	dart
cart	dart
dark	dart
darn	dart
dart	heart
dart	part
dart	tart
arc	lark
bark	lark
dark	lark
lard	lark
lock	lark
lark	park
lark	shark
loch	lark
arc	mark
bark	mark
dark	mark
lark	mark
mark	marsh
mock	mark
mark	park
mark	shark
mar	mark
mark	marked
are	ark
ark	art
ark	bark
ark	dark
ark	lark
ark	mark
ark	park
ark	shark
dark	darkie
arc	hark
ark	hark
bark	hark
dark	hark
hard	hark
hark	harm
hark	harp
hark	heart
hark	lark
hark	mark
hark	park
hark	shark
hock	hark
twist	twister
taster	twister
twister	twisty
blow	below
blow	bellow
blow	flow
aloe	blow
blow	glow
low	blow
blow	slow
blow	billow
beau	blow
ail	gill
aisle	gill
ale	gill
dill	gill
fill	gill
gig	gill
gill	gale
gill	gild
gill	give
gill	grill
gill	guild
gill	hill
gill	isle
gill	mill
gill	oil
gill	guile
gill	mil
gill	rill
drill	grille
gale	grille
gill	grille
grille	grail
grille	grilled
grille	grim
grille	grin
grille	grip
grille	shrill
grille	guile
rill	grille
away	sway
say	sway
slay	sway
sleigh	sway
stay	sway
sway	suede
way	sway
weigh	sway
whey	sway
gut	gust
gust	must
gust	rust
cussed	gust
draft	drift
raft	draft
oboe	hobo
time	chime
breeze	breezy
earl	whirl
hurl	whirl
pearl	whirl
well	whirl
wheel	whirl
whirl	word
whirl	work
whirl	worm
whirl	worry
burl	whirl
bone	blown
blow	blown
blown	clone
bind	mind
bind	rind
bind	wind
bind	find
fine	find
find	mind
find	rind
find	wind
find	finer
bind	kind
find	kind
kind	mind
kind	rind
kind	wind
shiny	whiny
tiny	whiny
whine	whiny
whiny	wind
wine	whiny
whiner	whiny
mild	wild
while	wild
wide	wild
wild	wind
wile	wild
bind	hind
find	hind
hide	hind
hind	kind
hind	mind
hind	rind
hind	wind
bind	lined
find	lined
hind	lined
kind	lined
lied	lined
line	lined
lined	liner
lined	mind
lined	rind
lined	wind
bind	mined
find	mined
hind	mined
kind	mined
lined	mined
mild	mined
mine	mined
mined	miner
mined	minor
mined	rind
mined	wind
bind	signed
find	signed
hind	signed
kind	signed
lined	signed
mind	signed
mined	signed
rind	signed
side	signed
sign	signed
sine	signed
signed	sound
signed	wind
signed	signer
tired	wired
wide	wired
wild	wired
wind	wired
wire	wired
corn	corner
liquor	litter
dicker	liquor
kicker	liquor
liquor	looker
liquor	picker
clerk	click
clerk	cluck
convenience	convenient
drift	thrift
stack	stalk
stalk	stick
stalk	stock
stalk	store
stalk	stork
small	stall
stalk	stall
stall	still
stall	stool
stall	store
tall	stall
spall	stall
history	mystery
meth	myth
mill	myth
miss	myth
mitt	myth
mid	myth
mil	myth
min	myth
able	fable
fable	table
pot	plot
plot	slot
pleat	plot
plot	plotter
epic	ethic
pick	epic
epic	spic
saga	soggy
bell	tell
fell	tell
hell	tell
sell	tell
shell	tell
tall	tell
tear	tell
tell	tool
tell	well
tell	yell
ell	tell
teal	tell
cellar	teller
tell	teller
teller	stellar
teller	tether
telling	yelling
beam	theme
storey	storied
story	storied
swarm	sworn
swart	sworn
warn	sworn
worn	sworn
chic	cheek
chic	leak
chic	leek
chic	meek
chic	shack
chic	sheet
chic	shit
chic	shock
chic	shriek
chic	weak
chic	week
chic	sheaf
chic	shook
fee	she
me	she
pea	she
sea	she
she	chic
she	sheet
she	shit
she	shoe
she	tea
she	sheaf
bean	sheen
chic	sheen
lean	sheen
mean	sheen
she	sheen
sheen	sheet
sheen	shit
sheaf	sheen
beep	sheep
chic	sheep
deep	sheep
keep	sheep
leap	sheep
seep	sheep
she	sheep
sheen	sheep
sheep	cheap
sheep	sheet
sheep	ship
sheep	shit
sheep	shop
sheaf	sheep
boot	shoot
hoot	shoot
loot	shoot
newt	shoot
root	shoot
sheet	shoot
shirt	shoot
shit	shoot
shoe	shoot
shoes	shoot
shoot	shut
shoot	suit
shoot	toot
coot	shoot
lute	shoot
moot	shoot
cot	shot
hot	shot
pot	shot
rot	shot
sheet	shot
shirt	shot
shit	shot
shock	shot
shoot	shot
shop	shot
shot	shut
shot	yacht
shot	watt
chic	sheath
she	sheath
sheath	sheen
sheath	sheep
sheath	sheet
sheath	shit
sheath	teeth
sheaf	sheath
boot	chute
chute	hoot
chute	loot
chute	newt
chute	root
chute	sheet
chute	shirt
chute	shit
shoe	chute
chute	shoes
chute	shot
chute	shut
chute	suit
chute	toot
chute	coot
chute	lute
chute	moot
chic	sheathe
she	sheathe
sheaf	sheathe
sheath	sheathe
sheathe	sheen
sheathe	sheep
sheathe	sheet
sheathe	shit
leak	sheik
leek	sheik
meek	sheik
shack	sheik
she	sheik
sheaf	sheik
sheath	sheik
sheathe	sheik
sheen	sheik
sheep	sheik
sheet	sheik
sheik	cheek
sheik	shit
sheik	shock
sheik	shriek
sheik	weak
sheik	week
sheik	shook
leak	sheikh
leek	sheikh
meek	sheikh
shack	sheikh
she	sheikh
sheaf	sheikh
sheath	sheikh
sheathe	sheikh
sheen	sheikh
sheep	sheikh
sheet	sheikh
sheikh	cheek
sheikh	shit
sheikh	shock
sheikh	shriek
sheikh	weak
sheikh	week
sheikh	shook
beetle	bottle
brown	drown
brown	frown
brown	crown
brine	brown
burn	burnt
burner	burnt
gecko	ghetto
ink	mink
ink	sink
ink	think
bun	nun
done	nun
gun	nun
noon	nun
numb	nun
nun	nut
nun	pun
nun	run
nun	sun
cap	rap
gap	rap
lap	rap
rag	rap
rap	crap
rap	ramp
rap	rat
rap	sap
rap	rip
rap	tap
rap	rapper
wrap	rapper
rapper	sapper
sharp	sharpie
save	slave
slate	slave
slay	slave
sleigh	slave
slain	slave
back	bad
back	bag
back	bass
back	bat
back	bath
back	bang
back	black
back	book
back	bam
back	lack
back	sack
back	shack
back	whack
back	knack
back	sac
black	block
blah	block
blob	block
bleak	block
block	flock
lock	block
loch	block
black	clack
clack	clam
clack	click
clack	cluck
clack	crack
clack	clerk
lack	clack
clack	quack
clack	slack
black	plaque
clack	plaque
lack	plaque
plaque	pluck
plaque	slack
black	flak
clack	flak
flag	flak
flak	flash
flak	flat
flak	flock
lack	flak
flak	plaque
flak	slack
carbon	carton
cotton	carton
camel	mammal
higher	heifer
hire	heifer
broth	froth
paint	pint
pine	pint
same	skim
skill	skim
skim	skin
skim	skit
skim	swim
back	yak
lack	yak
sack	yak
shack	yak
whack	yak
knack	yak
sac	yak
bilk	build
bilk	milk
bilk	silk
bilk	billed
ilk	bilk
ilk	ink
ilk	milk
ilk	silk
age	page
paid	page
page	rage
page	sage
contract	contrast
boat	note
coat	note
goat	note
knoll	note
know	note
moat	note
mote	note
no	note
node	note
nose	note
oat	note
note	rote
note	tote
draw	jaw
grab	graph
graph	grass
graph	grief
graph	gruff
say	essay
meadow	memo
greed	grid
grid	grade
grid	grill
grid	grilled
grid	grim
grid	grip
grid	grin
rid	grid
grid	grille
packet	picket
bind	binder
copy	copier
blah	blot
blob	blot
block	blot
blot	plot
blot	slot
fax	fox
fax	wax
fire	flyer
flies	flyer
flight	flyer
flour	flyer
fly	flyer
flyer	friar
flyer	fryer
hen	pen
men	pen
pair	pen
pan	pen
pawn	pen
pear	pen
pen	pet
pen	pin
pen	pun
pen	when
pare	pen
photocopy	photocopier
poster	toaster
paint	print
pint	print
prince	print
print	sprint
print	printer
gulp	pulp
pulp	pulse
pulp	pump
pup	pulp
scissor	scissors
scissor	singer
scissor	sinner
crap	scrap
term	turf
term	worm
corn	torn
horn	torn
porn	torn
torn	torque
torn	warn
torn	worn
tor	torn
tore	torn
torn	tort
torn	torte
raft	wrapped
rant	wrapped
rap	wrapped
rapper	wrapped
rat	wrapped
wrap	wrapped
capped	wrapped
fighter	writer
right	writer
rite	writer
write	writer
biting	writing
lighting	writing
rating	writing
riding	writing
rising	writing
kitten	written
mitten	written
ribbon	written
rotten	written
paper	papers
cape	caper
caper	paper
caper	vapor
caper	cater
pace	pacer
pacer	paper
pacer	paste
pacer	racer
payer	pacer
paper	papery
papers	papery
caper	taper
paper	taper
tape	taper
taped	taper
taper	vapor
crack	cracked
cracked	cracker
cracked	tract
beaten	beetle
best	nest
net	nest
nest	west
over	ovary
wail	quail
whale	quail
kale	quail
bunny	runny
funny	runny
money	runny
rummy	runny
run	runny
runny	sunny
scramble	scrambled
spam	sperm
sperm	spurt
spur	sperm
whisk	whisker
wick	whisk
coke	yoke
folk	yoke
oak	yoke
soak	yoke
beg	keg
care	keg
egg	keg
keg	leg
are	heir
ear	heir
egg	heir
heir	airy
heir	bear
heir	care
heir	dare
heir	era
heir	error
heir	fair
heir	fare
heir	hair
heir	hare
heir	mare
heir	bare
heir	oar
heir	ore
heir	pair
heir	pear
heir	rare
heir	share
heir	tear
heir	their
heir	there
heir	wear
heir	where
heir	aired
heir	airs
ebb	heir
ell	heir
heir	lair
heir	pare
heir	ware
beg	peg
egg	peg
keg	peg
leg	peg
pair	peg
pear	peg
peg	pen
peg	pet
peg	pig
pare	peg
are	err
ear	err
ebb	err
egg	err
ell	err
err	aired
err	airs
err	airy
err	bare
err	bear
err	care
err	dare
err	era
err	error
err	fair
err	fare
err	hair
err	hare
err	mare
err	oar
err	ore
err	pair
err	pear
err	rare
err	share
err	tear
err	their
err	there
err	wear
err	where
err	lair
err	pare
err	ware
beg	segue
egg	segue
keg	segue
leg	segue
peg	segue
sag	segue
segue	sell
segue	set
innocence	innocent
cure	pure
bore	board
boar	board
board	horde
board	sword
board	ward
board	ford
duct	dust
dusk	dust
dust	dusty
dust	gust
dust	must
dust	rust
cussed	dust
chalk	check
check	cheek
check	chick
check	trek
chalk	chuck
check	chuck
cheek	chuck
chick	chuck
tuck	chuck
chalk	char
char	chart
char	chop
tar	char
chalk	chon
char	chon
chin	chon
chon	chop
gloom	groom
grim	groom
groom	group
room	groom
bribe	bride
bribe	bright
bribe	brine
bide	bind
bide	bite
bide	bride
buy	bide
by	bide
bye	bide
bide	byte
bide	hide
bide	ride
bide	side
bide	tide
bide	tied
bide	wide
bide	bile
bide	bowed
bide	dyed
bide	lied
bide	pied
briar	bribe
briar	bride
briar	bright
briar	brine
briar	friar
briar	fryer
bribe	brier
bride	brier
brier	bright
brier	brine
brier	friar
brier	fryer
brash	brush
mile	smile
smile	style
smile	stile
dental	gentle
dental	mental
beater	beaver
retain	retainer
gate	grit
grid	grit
grill	grit
grim	grit
grip	grit
grit	grate
grit	great
grin	grit
greet	grit
gait	grit
grille	grit
writ	grit
grind	grinder
rind	grind
clench	quench
oral	coral
oral	moral
heal	heath
heat	heath
heath	heave
heath	heel
heath	sheath
heath	teeth
heath	heed
beam	team
tea	team
team	steam
team	tease
team	teeth
team	term
team	theme
teal	team
team	teat
fee	tee
me	tee
pea	tee
sea	tee
she	tee
tee	team
tee	tease
tee	teeth
tee	to
tee	too
tee	tree
tee	two
tee	teal
tee	teat
bean	teen
lean	teen
mean	teen
sheen	teen
tea	teen
team	teen
tease	teen
tee	teen
teen	teeth
teen	tin
teen	tune
teal	teen
teat	teen
chic	teak
leak	teak
leek	teak
meek	teak
sheik	teak
sheikh	teak
tea	teak
teak	cheek
teak	team
teak	tease
tee	teak
teak	teen
teak	teeth
teak	tic
teak	tuck
teak	weak
teak	week
teak	teal
teak	teat
beam	teem
tea	teem
teak	teem
teal	teem
tease	teem
teat	teem
tee	teem
teem	steam
teem	teen
teem	teeth
teem	term
teem	theme
sheathe	teethe
tea	teethe
teak	teethe
teal	teethe
team	teethe
tease	teethe
teat	teethe
tee	teethe
teem	teethe
teen	teethe
teeth	teethe
seer	tier
tar	tier
tea	tier
teak	tier
teal	tier
team	tier
tear	tier
tease	tier
teat	tier
tee	tier
teem	tier
teen	tier
teeth	tier
teethe	tier
tier	tor
tier	tore
heath	wreath
real	wreath
reed	wreath
reef	wreath
reel	wreath
riel	wreath
sheath	wreath
teeth	wreath
aisle	pill
ale	pill
dill	pill
fill	pill
hill	pill
isle	pill
mill	pill
oil	pill
pearl	pill
peel	pill
peer	pill
pick	pill
pier	pill
pig	pill
pill	pail
pill	pale
pill	pile
pill	pin
pill	piss
pill	pit
pill	pool
pill	spill
ail	pill
gill	pill
mil	pill
pall	pill
peal	pill
pill	rill
latter	letter
leather	letter
let	letter
letter	liter
letter	litter
letter	wetter
ache	lick
dick	lick
kick	lick
lack	lick
leak	lick
leek	lick
lick	click
lick	lake
lick	lid
lick	liquor
lick	lock
lick	look
lick	pick
lick	sick
lick	slick
lick	tic
lick	wick
lick	loch
lick	rick
back	bank
bang	bank
bank	blank
bank	tank
blank	blink
blank	plank
plaque	plank
blank	clank
clack	clank
clank	plank
blank	flank
clank	flank
flak	flank
flank	plank
bank	lank
lack	lank
lank	blank
lank	clank
lank	flank
lank	plank
lank	tank
difference	different
flour	flowery
fire	flier
flier	flies
flier	flight
flier	flour
fly	flier
flier	friar
flier	fryer
ape	hip
dip	hip
hill	hip
hip	hippie
hip	his
hip	hiss
hip	hit
hip	hoop
hip	hop
hip	hype
hip	ship
hip	rip
hip	sip
hip	tip
marrow	meadow
marrow	metro
marrow	memo
rib	rid
rib	ring
rib	rob
rib	rub
rib	rip
rib	rick
rib	rig
rib	rill
rib	writ
bin	shin
fin	shin
kin	shin
pin	shin
sheen	shin
shin	chin
shin	shine
shin	ship
shin	sin
shin	thin
shin	tin
shin	win
din	shin
min	shin
boa	boat
boa	bone
boa	bowl
beau	boa
boa	bode
boa	both
boat	both
bone	both
both	bowl
beau	both
bode	both
bone	boner
boner	bones
boned	boner
boner	bowler
bone	known
cone	known
knoll	known
know	known
known	moan
no	known
known	node
known	nose
known	note
known	tone
known	roan
bone	loan
cone	loan
known	loan
load	loan
loaf	loan
loan	blown
loan	clone
loan	lobe
low	loan
loan	moan
loan	tone
loan	lode
loan	roan
bone	lone
cone	lone
known	lone
load	lone
loaf	lone
lobe	lone
lone	blown
lone	clone
low	lone
lone	moan
lone	tone
lode	lone
lone	roan
oak	own
oat	own
oh	own
owe	own
own	bone
own	cone
own	known
own	loan
own	lone
own	moan
own	owned
own	tone
ode	own
own	roan
bone	hone
cone	hone
hoe	hone
hole	hone
home	hone
hone	hose
hone	known
hone	loan
hone	lone
hone	moan
own	hone
hone	tone
hone	whole
hone	roan
bone	phone
cone	phone
foal	phone
foam	phone
foe	phone
folk	phone
hone	phone
known	phone
loan	phone
lone	phone
moan	phone
own	phone
phone	tone
phone	roan
bone	zone
cone	zone
hone	zone
known	zone
loan	zone
lone	zone
moan	zone
own	zone
phone	zone
tone	zone
roan	zone
bone	boney
boned	boney
boner	boney
bones	boney
bone	bony
boned	bony
boner	bony
bones	bony
bone	sewn
cone	sewn
hone	sewn
known	sewn
loan	sewn
lone	sewn
moan	sewn
own	sewn
phone	sewn
roan	sewn
sew	sewn
sewed	sewn
so	sewn
sewn	soak
sewn	soap
sewn	sole
sewn	soul
sewn	stone
sewn	tone
sewn	zone
bone	sown
cone	sown
hone	sown
known	sown
loan	sown
lone	sown
moan	sown
own	sown
phone	sown
roan	sown
sew	sown
sewed	sown
so	sown
soak	sown
soap	sown
sole	sown
soul	sown
sown	stone
sown	tone
sown	zone
airy	fairy
berry	fairy
dairy	fairy
fair	fairy
fare	fairy
free	fairy
fairy	sherry
dusk	tusk
tuck	tusk
boom	tomb
doom	tomb
room	tomb
team	tomb
term	tomb
to	tomb
too	tomb
tomb	tool
tomb	toot
tomb	tooth
tomb	tumor
tomb	tune
two	tomb
loom	tomb
teem	tomb
tooth	truth
true	truth
lube	tube
to	tube
tomb	tube
too	tube
tool	tube
toot	tube
tooth	tube
tub	tube
tube	tune
two	tube
booth	youth
tooth	youth
tooth	toothy
angle	ankle
garden	guardian
ocean	lotion
shaking	shaving
ape	whip
dip	whip
hip	whip
rip	whip
ship	whip
sip	whip
tip	whip
whip	whiz
whip	wick
whip	wig
whip	win
whip	wing
whip	wipe
whip	wish
whip	wit
whip	whit
whip	whoop
whip	wop
cream	creed
creed	creek
creed	creep
creed	crude
breed	creed
creak	creed
crease	creed
creed	greed
reed	creed
keyed	creed
cream	dream
dream	dreamy
dream	drum
clam	cram
crack	cram
cram	crap
cram	crass
cram	cream
cram	crumb
cram	cramp
cram	tram
cam	cram
cream	creamer
creamer	creamy
beam	ream
real	ream
ream	cream
ream	dream
ream	reed
ream	reef
ream	reel
ream	room
ream	team
ream	theme
ream	riel
ream	teem
ream	wreath
full	wool
well	wool
wheel	wool
whirl	wool
wood	wool
wool	wolf
caution	common
caution	cotton
caution	cushion
cotton	curtain
curtain	kitten
airy	marry
berry	marry
dairy	marry
fairy	marry
ferry	marry
many	marry
mare	marry
marry	sherry
down	gown
gauss	gown
cow	vow
how	vow
sow	vow
vie	vow
channel	chapel
ring	rings
rings	wings
bedding	heading
heading	herring
heading	wedding
bedding	reading
heading	reading
reading	wedding
wedding	welding
bedding	shedding
heading	shedding
reading	shedding
shedding	wedding
daring	wearing
herring	wearing
wearing	wedding
wearing	webbing
webbing	wedding
wearing	wetting
webbing	wetting
wedding	wetting
wetting	sweating
wedding	wording
pants	panty
beaten	button
button	mutton
lad	plaid
pad	plaid
plaid	plaque
closing	clothing
louse	blouse
lapel	repel
calf	cuff
